City,Area_sqft,Bedrooms,Bathrooms,Balcony,Age,Price
Hyderabad,2451,5,2,2,22,27671000
Hyderabad,3310,1,4,1,23,36660000
Mysore,1247,5,1,2,5,9409600
Surat,1203,3,1,2,24,10475500
Trivandrum,3752,3,1,0,2,36174000
Lucknow,614,3,1,0,17,4221000
Hyderabad,3419,3,2,1,4,38299000
Chennai,1843,2,2,2,12,22576000
Pune,500,3,4,0,24,6950000
Chennai,3410,3,1,2,26,41130000
Kolkata,3992,2,1,1,0,36428000
Kolkata,972,3,4,0,16,9358000
Patna,1732,5,4,0,25,9390000
Bangalore,1057,5,4,1,2,17125000
Mumbai,3386,4,3,2,25,85270000
Chennai,1933,5,4,0,18,24066000
Pune,3534,1,4,0,20,46172000
Jaipur,2056,1,3,1,19,14602000
Vadodara,625,1,1,1,21,4805000
Coimbatore,504,2,2,1,11,4180000
Indore,2397,5,1,2,7,15272000
Mysore,1171,1,2,2,7,8372800
Chennai,3896,4,2,2,14,47472000
Trivandrum,3726,2,4,1,10,36057000
Indore,828,4,4,0,19,5668000
Lucknow,833,5,3,2,0,6684500
Vadodara,1630,3,1,1,28,12804000
Kolkata,3499,4,1,2,15,32071000
Bangalore,3129,3,2,0,29,47045000
Coimbatore,3807,2,4,0,13,29072500
Lucknow,3035,4,4,1,6,20767500
Nagpur,3540,4,1,0,5,22568000
Nagpur,1265,2,3,1,20,8183000
Vadodara,3193,2,4,1,3,25705400
Lucknow,3984,1,3,1,21,26066000
Bhopal,3638,5,1,1,7,21910400
Pune,3311,4,1,0,21,43343000
Indore,2815,4,3,0,18,17490000
Jaipur,650,2,4,0,24,4850000
Bhopal,3306,2,1,0,2,19554800
Chennai,1255,5,2,1,3,16070000
Chandigarh,1593,2,1,1,12,22562000
Mysore,3561,3,4,0,20,24744800
Patna,960,3,2,2,26,5130000
Chandigarh,1869,3,1,2,1,26876000
Trivandrum,2741,3,4,2,10,26929500
Chennai,1318,5,4,0,15,16746000
Patna,1573,4,1,1,9,8485000
Mumbai,3603,3,4,1,14,90805000
Kolkata,832,2,3,2,26,7788000
Pune,2506,3,2,2,9,33248000
Visakhapatnam,1368,5,3,1,1,11019600
Patna,1235,2,1,2,5,6655000
Chandigarh,2646,3,3,2,13,37754000
Mysore,2662,4,1,1,1,18881600
Visakhapatnam,1297,2,1,2,9,9738400
Nagpur,871,2,4,2,16,6020200
Kolkata,646,4,4,0,7,6754000
Trivandrum,2829,2,1,2,25,26955500
Lucknow,1390,3,2,0,15,9425000
Indore,3710,2,2,1,13,22620000
Coimbatore,1326,3,2,0,9,10455000
Hyderabad,3838,4,3,1,12,43018000
Trivandrum,1591,1,1,0,0,15384500
Patna,3007,4,4,0,9,15935000
Hyderabad,1474,3,3,0,29,16444000
Bangalore,2234,5,3,2,21,34360000
Hyderabad,1088,4,4,2,11,12988000
Surat,2827,5,1,2,29,24479500
Kochi,2921,5,3,2,16,30160000
Kochi,3551,3,1,2,23,35780000
Trivandrum,3144,3,1,0,13,30178000
Indore,3838,1,1,2,4,23378000
Jaipur,1884,2,4,1,18,13688000
Mumbai,3358,4,1,0,4,84590000
Patna,3923,3,3,0,14,20145000
Trivandrum,3935,4,4,1,12,38302500
Chennai,1359,5,4,2,16,17378000
Lucknow,877,2,3,1,0,6440500
Kolkata,3451,1,4,0,27,31149000
Vadodara,3373,4,3,0,13,27009400
Mumbai,3891,2,2,0,3,97755000
Surat,1106,1,3,1,24,9511000
Delhi,3685,4,4,2,29,66990000
Chandigarh,3840,2,3,0,8,54260000
Jaipur,3301,3,2,2,16,23637000
Kolkata,1537,4,1,0,2,14513000
Vadodara,3464,2,1,2,12,27359200
Surat,1153,1,1,1,11,9930500
Surat,2950,2,4,0,15,25555000
Delhi,2059,3,2,0,3,37692000
Pune,3264,4,3,0,17,43052000
Coimbatore,987,4,3,1,22,8002500
Pune,1734,4,3,1,2,23542000
Delhi,1892,3,3,2,16,34706000
Mumbai,2247,1,4,1,0,56885000
Lucknow,3155,4,4,0,18,21227500
Trivandrum,3515,1,2,2,21,33522500
Hyderabad,3886,2,3,1,3,43426000
Delhi,3717,1,1,2,16,67016000
Vadodara,3555,1,4,2,6,28399000
Nagpur,606,4,2,2,1,4737200
Delhi,2598,5,2,0,11,47534000
Lucknow,3115,5,4,0,4,21397500
Delhi,2975,3,1,1,15,53900000
Nagpur,564,3,1,0,7,3926800
Nagpur,3364,5,3,2,22,21686800
Kochi,2398,2,4,2,26,24400000
Kolkata,3616,4,1,0,27,32724000
Vadodara,3457,4,4,2,7,28064600
Indore,2484,2,2,0,12,15204000
Visakhapatnam,732,2,2,2,25,5470400
Ahmedabad,802,5,2,1,13,7226000
Pune,813,3,4,1,10,11379000
Lucknow,444,2,3,0,5,3446000
Bangalore,3873,3,3,0,15,58605000
Kochi,2653,1,1,0,22,26360000
Surat,461,4,4,0,24,4518500
Kolkata,2867,5,3,0,21,26493000
Trivandrum,1267,4,4,2,24,12796500
Mysore,1891,5,3,1,14,13768800
Chennai,3267,1,2,2,15,39454000
Coimbatore,418,4,2,1,12,3815000
Mysore,764,1,1,2,11,5405200
Vadodara,3771,5,2,2,17,30223800
Visakhapatnam,3478,2,3,2,28,25301600
Ahmedabad,2875,4,1,0,17,23380000
Trivandrum,1540,1,1,1,13,14720000
Visakhapatnam,979,4,2,0,1,7868800
Vadodara,3978,4,4,0,21,31688400
Mysore,945,4,2,2,1,7406000
Coimbatore,2129,3,2,1,2,16697500
Jaipur,2772,1,1,1,28,19194000
Ahmedabad,454,1,2,1,23,3642000
Surat,1177,4,3,1,7,10904500
Delhi,3439,2,1,0,10,62122000
Bangalore,441,4,2,0,11,7235000
Ahmedabad,1720,3,4,1,3,14710000
Indore,630,5,3,0,8,4730000
Mumbai,852,3,4,1,23,21850000
Lucknow,2841,2,3,0,16,18806500
Mysore,1945,4,4,2,23,14006000
Bangalore,1781,1,2,2,15,26965000
Pune,1867,4,3,1,16,24991000
Kolkata,1551,2,1,1,14,14179000
Mysore,3138,1,1,0,19,21228400
Patna,3876,3,4,1,25,19890000
Chandigarh,2839,5,4,1,21,40636000
Kochi,1616,5,4,0,6,17270000
Hyderabad,3051,4,3,1,9,34421000
Kochi,1280,3,1,1,28,12890000
Chandigarh,3549,2,2,2,3,50326000
Indore,484,5,3,2,23,3714000
Lucknow,1453,3,4,2,23,10074500
Ahmedabad,448,4,1,1,13,4124000
Jaipur,1568,1,4,0,13,11346000
Chennai,468,4,2,2,13,6356000
Hyderabad,3529,4,2,1,24,39259000
Trivandrum,3144,3,1,2,13,30338000
Ahmedabad,2926,5,3,0,21,24098000
Jaipur,3267,3,2,0,19,23179000
Visakhapatnam,3916,1,2,0,17,28245200
Visakhapatnam,3767,3,2,0,14,27532400
Nagpur,2101,2,2,0,22,13126200
Coimbatore,3642,4,4,0,25,27895000
Ahmedabad,1998,5,4,1,18,16934000
Patna,2594,1,3,2,26,13120000
Lucknow,3955,4,1,0,12,26187500
Mysore,3777,3,1,2,11,26193600
Pune,2269,2,1,2,18,29717000
Indore,1415,3,2,1,18,8900000
Delhi,3056,4,4,0,19,55708000
Kolkata,845,1,4,0,1,8215000
Nagpur,2668,5,3,1,28,17171600
Bangalore,1801,4,1,1,28,27255000
Bhopal,3737,1,4,1,20,21984600
Bangalore,2542,4,3,1,2,39130000
Patna,661,2,1,1,9,3625000
Chandigarh,2248,3,2,2,4,32242000
Ahmedabad,1296,5,4,1,11,11458000
Pune,1494,1,4,0,28,19492000
Mumbai,2666,5,1,0,6,67400000
Mumbai,1956,5,2,1,8,49810000
Ahmedabad,491,5,2,1,1,4978000
Hyderabad,526,1,4,1,24,6016000
Nagpur,479,1,1,1,9,3139800
Chandigarh,2247,5,3,1,5,32548000
Hyderabad,3709,3,4,0,11,41509000
Chennai,1382,4,2,2,5,17484000
Pune,3843,5,3,1,26,50629000
Coimbatore,1315,2,1,1,2,10322500
Vadodara,2933,5,2,1,29,23367400
Kochi,1093,1,3,0,9,11260000
Jaipur,424,4,4,0,28,3488000
Indore,555,2,2,2,8,3870000
Chandigarh,3988,4,1,2,19,56332000
Coimbatore,3079,4,2,2,4,24012500
Nagpur,2212,2,4,2,2,14614400
Mumbai,1953,5,1,0,4,49615000
Bhopal,2366,5,4,2,7,14972800
Trivandrum,2133,5,3,1,7,21313500
Trivandrum,1480,3,2,0,13,14490000
Bhopal,2028,5,4,0,23,12532400
Delhi,418,2,3,0,21,7764000
Chennai,1807,3,1,1,16,22014000
Pune,1616,5,1,0,10,21678000
Hyderabad,2684,3,3,1,25,29914000
Bangalore,1810,2,3,2,15,27670000
Mumbai,3897,5,1,0,27,97755000
Chennai,676,1,4,1,5,8722000
Mysore,3698,2,3,0,27,25266400
Delhi,1144,4,4,2,10,21632000
Hyderabad,951,4,1,0,9,11001000
Bangalore,3794,2,4,2,22,57410000
Jaipur,1576,4,4,0,29,11532000
Mysore,1038,2,3,1,8,7638400
Pune,636,1,4,2,27,8518000
Patna,1397,2,4,0,23,7305000
Pune,2502,5,4,2,26,33396000
Kochi,2403,5,1,2,27,24520000
Indore,1859,3,1,1,23,11344000
Chandigarh,3131,4,2,1,14,44474000
Delhi,2556,4,1,1,6,46688000
Visakhapatnam,1607,2,1,1,17,11730400
Indore,1791,4,2,2,0,11746000
Indore,2406,5,2,2,14,15306000
Jaipur,1621,1,3,0,1,11837000
Trivandrum,1794,2,3,0,21,17283000
Delhi,772,4,1,0,28,14056000
Vadodara,3420,5,4,1,1,27966000
Bangalore,1920,3,3,2,9,29590000
Indore,2648,4,3,2,19,16628000
Nagpur,1248,1,1,0,14,7727600
Trivandrum,2956,1,4,0,9,28532000
Mumbai,1745,4,2,2,18,44265000
Trivandrum,2722,4,2,1,21,26359000
Bangalore,2658,5,1,0,27,40200000
Mysore,903,4,1,0,27,6320400
Delhi,3589,3,4,2,12,65452000
Jaipur,1102,5,1,2,29,8164000
Kochi,2489,2,1,0,23,24850000
Visakhapatnam,714,3,1,0,10,5510800
Patna,3235,5,4,1,21,17065000
Chandigarh,2776,5,1,1,1,39794000
Nagpur,1440,1,3,1,20,9118000
Vadodara,682,5,4,1,26,6109600
Surat,3390,3,3,0,12,29385000
Hyderabad,657,4,4,0,21,7887000
Indore,974,3,3,0,24,6174000
Chandigarh,973,2,4,1,21,14062000
Visakhapatnam,3059,5,2,0,25,22514800
Bangalore,1442,5,1,2,20,22260000
Mumbai,1952,5,1,1,0,49750000
Mysore,3284,5,4,2,25,23221200
Nagpur,822,1,3,1,4,5606400
Delhi,1889,1,2,0,20,33992000
Delhi,1796,4,3,1,21,32948000
Bangalore,1157,5,1,2,6,18265000
Ahmedabad,3210,2,1,1,12,25940000
Visakhapatnam,1504,4,3,2,12,11708800
Kolkata,1974,5,4,0,19,18616000
Pune,2871,1,4,2,22,37673000
Jaipur,828,2,3,0,20,6056000
Mysore,3859,4,1,2,5,27021200
Mumbai,2421,2,3,0,19,60805000
Ahmedabad,603,5,1,2,11,5634000
Bangalore,2643,3,3,0,7,40315000
Chennai,3175,2,4,0,8,38720000
Visakhapatnam,2732,2,2,0,17,19870400
Pune,2392,1,1,2,27,30986000
Visakhapatnam,2643,5,2,2,10,19979600
Trivandrum,706,2,4,0,19,7107000
Bangalore,2087,5,3,1,10,32295000
Trivandrum,413,1,4,0,23,4093500
Trivandrum,2260,5,2,1,23,22080000
Coimbatore,3617,1,4,0,14,27477500
Mysore,2361,1,4,2,8,16684800
Coimbatore,1480,4,3,1,2,12100000
Chennai,1122,5,2,2,16,14294000
Indore,1179,3,2,1,24,7364000
Surat,1633,4,2,1,16,14480500
Kolkata,928,1,1,1,2,8662000
Jaipur,1197,3,4,1,18,9029000
Bangalore,743,2,2,2,8,11685000
Bhopal,1702,2,4,1,16,10411600
Visakhapatnam,608,4,3,0,22,4897600
Patna,1040,3,3,0,17,5670000
Kochi,3806,5,1,1,22,38570000
Mumbai,1711,3,1,2,14,43225000
Pune,2699,4,3,2,0,36207000
Delhi,3736,5,2,1,28,67758000
Coimbatore,2718,5,3,2,25,21155000
Pune,2347,2,4,2,9,31271000
Coimbatore,1319,3,1,2,7,10482500
Chennai,2123,5,1,1,9,26246000
Trivandrum,2444,4,3,0,28,23618000
Ahmedabad,818,2,2,0,25,6584000
Bangalore,2149,5,2,0,1,33205000
Kochi,3242,3,4,0,18,32990000
Coimbatore,3682,2,1,0,13,27775000
Mysore,1788,3,3,2,7,12988400
Surat,1499,3,3,2,18,13351500
Ahmedabad,3792,3,1,2,0,31066000
Coimbatore,3172,2,3,1,15,24230000
Pune,2880,5,1,2,24,37990000
Vadodara,2556,1,2,0,23,19866800
Nagpur,3088,5,2,2,14,20015600
Kochi,1945,2,3,0,19,19730000
Coimbatore,1470,1,2,2,23,11115000
Kochi,2826,1,2,0,29,28070000
Bangalore,2250,1,4,2,4,34460000
Lucknow,1519,4,1,0,2,10553500
Kochi,1357,2,1,0,16,13670000
Jaipur,502,4,3,1,28,3994000
Mysore,3339,1,1,2,9,22955200
Bhopal,3301,4,4,0,4,20145800
Kolkata,1569,4,3,2,10,15041000
Coimbatore,2303,2,3,0,5,17832500
Jaipur,3498,3,1,1,3,25076000
Kochi,2155,4,2,1,6,22350000
Visakhapatnam,2977,4,2,1,18,21994400
Mysore,1078,1,2,1,6,7680400
Coimbatore,2368,1,2,0,13,17890000
Pune,1388,1,4,2,16,18514000
Trivandrum,1505,5,3,1,22,15047500
Chennai,2875,4,2,1,16,35100000
Ahmedabad,2007,1,4,1,12,16526000
Surat,3269,2,3,2,26,28086500
Jaipur,1902,5,1,0,0,14184000
Mumbai,2189,3,1,0,1,55275000
Mysore,1585,4,4,0,17,11518000
Coimbatore,1331,4,3,0,3,10882500
Chandigarh,1825,2,2,2,12,26010000
Trivandrum,3979,3,3,2,0,38770500
Bangalore,1461,3,2,2,3,22705000
Jaipur,2378,5,4,1,1,17936000
Coimbatore,2958,4,2,2,3,23125000
Jaipur,2840,1,4,0,15,20210000
Chennai,2442,2,3,2,3,30064000
Chennai,3160,2,3,1,24,38180000
Ahmedabad,2941,2,2,0,8,23908000
Delhi,3671,2,3,2,16,66578000
Jaipur,1678,1,2,0,20,11736000
Coimbatore,1602,1,3,0,22,12085000
Vadodara,2994,5,1,2,19,24003200
Jaipur,993,4,2,2,27,7411000
Nagpur,2836,1,4,1,20,17893200
Surat,1821,5,1,2,1,16488500
Nagpur,2605,3,4,2,2,17201000
Indore,1427,4,3,2,22,9242000
Bangalore,2614,1,1,0,25,38980000
Chandigarh,3939,3,3,1,28,55476000
Coimbatore,1359,5,2,0,14,10902500
Patna,2856,1,4,2,6,14950000
Trivandrum,3883,1,3,1,3,37418500
Trivandrum,3675,3,4,2,11,35782500
Hyderabad,2641,1,4,0,0,29681000
Nagpur,2682,2,3,0,16,16968400
Mysore,3165,1,2,2,3,22012000
Hyderabad,1573,4,4,1,3,18403000
Bangalore,3630,3,3,0,21,54840000
Indore,3750,4,2,2,22,23060000
Mumbai,1215,5,3,2,24,31165000
Trivandrum,803,4,2,2,8,8468500
Jaipur,1292,2,4,1,25,9404000
Jaipur,3125,2,1,2,27,21915000
Chennai,3782,4,3,2,27,45964000
Bangalore,467,5,4,0,20,7835000
Surat,3934,1,3,2,9,33929000
Delhi,487,2,3,1,26,8986000
Mumbai,2664,4,2,2,18,67240000
Ahmedabad,2448,4,3,1,18,20264000
Bhopal,1558,4,2,2,14,9756400
Visakhapatnam,2120,1,4,2,21,15634000
Ahmedabad,1774,3,3,2,16,14842000
Indore,2587,5,4,1,6,16712000
Vadodara,3065,3,1,0,2,24437000
Indore,2580,5,4,1,4,16710000
Coimbatore,2043,5,3,0,15,16132500
Visakhapatnam,577,4,1,1,22,4514400
Visakhapatnam,3257,2,2,2,6,24030400
Jaipur,1781,4,1,2,15,13047000
Kochi,2827,1,3,0,8,28620000
Mysore,1307,5,3,0,0,9997600
Vadodara,3105,2,4,1,2,25039000
Ahmedabad,2897,5,2,1,24,23766000
Trivandrum,985,5,3,0,7,10327500
Kochi,2910,4,3,0,17,29720000
Pune,1389,2,2,1,23,18217000
Mysore,1531,2,2,0,23,10490800
Kochi,2569,5,4,0,17,26580000
Chennai,2464,2,1,0,23,29528000
Kolkata,1619,2,2,0,18,14751000
Chennai,2774,4,3,2,6,34288000
Vadodara,717,3,2,2,28,5882600
Indore,3256,1,3,0,24,19566000
Bhopal,1902,3,4,1,19,11661600
Bangalore,2434,2,1,2,26,36570000
Vadodara,3723,5,4,1,5,30249400
Indore,2442,1,2,1,24,14642000
Delhi,902,1,3,2,26,16386000
Delhi,2422,5,2,1,10,44466000
Jaipur,518,1,2,1,4,4016000
Mumbai,1109,5,2,0,11,28495000
Ahmedabad,3969,1,2,0,0,32142000
Pune,3957,3,1,0,18,51651000
Pune,444,1,3,2,10,6242000
Vadodara,713,4,2,0,14,6121400
Patna,3650,5,3,1,24,18960000
Surat,817,1,1,1,15,6994500
Indore,3003,5,3,1,2,19168000
Pune,1501,4,3,1,10,20353000
Ahmedabad,725,1,1,1,10,5950000
Kochi,3828,1,2,2,9,38650000
Lucknow,1839,4,3,1,1,12973500
Mumbai,2386,4,4,2,19,60510000
Bhopal,2962,4,3,1,4,18139600
Surat,2661,5,2,2,22,23328500
Bangalore,473,4,4,2,22,7895000
Ahmedabad,2002,5,2,1,24,16606000
Coimbatore,908,3,3,1,28,7140000
Bangalore,2779,1,1,1,7,41895000
Nagpur,3564,1,2,1,12,22326800
Bhopal,1087,2,2,0,14,6564600
Mysore,1056,3,1,0,1,7730800
Surat,1942,4,3,2,11,17407000
Bhopal,1692,4,2,2,23,10353600
Pune,1799,3,3,0,7,24057000
Surat,3475,4,3,2,20,30257500
Coimbatore,3609,2,3,1,28,27247500
Surat,3702,5,1,2,18,32137000
Ahmedabad,3047,1,3,2,24,24566000
Chandigarh,1952,3,3,2,27,27758000
Mysore,1475,1,4,0,22,10220000
Mumbai,724,5,4,0,0,19330000
Kolkata,1391,3,4,2,7,13469000
Trivandrum,2393,5,2,1,9,23623500
Trivandrum,1116,4,2,2,12,11362000
Surat,3170,4,4,0,4,27945000
Lucknow,676,4,1,1,21,4774000
Chandigarh,2983,5,1,2,8,42632000
Vadodara,3957,5,4,0,9,31914600
Jaipur,3987,5,2,1,13,28719000
Jaipur,551,1,2,2,23,3947000
Hyderabad,1354,5,1,0,29,15184000
Surat,1906,4,3,1,10,17041000
Jaipur,658,2,1,2,13,4926000
Surat,2771,5,3,1,29,24163500
Trivandrum,3464,2,2,1,2,33488000
Kochi,1268,4,2,1,28,13040000
Kolkata,1591,5,4,0,20,15149000
Jaipur,1087,1,2,2,15,7859000
Kolkata,709,1,3,1,19,6591000
Bhopal,3250,2,1,1,29,18770000
Chandigarh,1902,1,4,1,16,27018000
Coimbatore,3527,1,3,0,4,26882500
Kochi,3067,1,1,1,25,30520000
Chandigarh,872,4,1,0,6,12808000
Bhopal,3767,1,1,0,16,21798600
Coimbatore,2908,3,2,1,19,22200000
Bhopal,3795,5,1,1,21,22541000
Mumbai,1213,1,2,0,10,30515000
Ahmedabad,1245,1,1,0,11,10010000
Indore,1564,1,1,1,24,9254000
Kochi,1066,3,2,0,26,10830000
Indore,2709,1,2,0,23,16184000
Ahmedabad,2208,1,3,1,1,18234000
Ahmedabad,1843,5,1,1,26,15174000
Trivandrum,2167,3,2,2,18,21076500
Bhopal,1664,3,3,1,25,10041200
Indore,754,1,3,1,28,4554000
Nagpur,2272,3,2,1,4,14776400
Mumbai,2424,2,1,2,10,60980000
Bhopal,3217,3,3,0,22,19028600
Kolkata,579,3,1,1,18,5501000
Hyderabad,465,3,1,1,27,5225000
Ahmedabad,1219,4,3,2,6,10752000
Coimbatore,1771,4,2,2,20,13882500
Bhopal,570,4,1,2,25,3686000
Visakhapatnam,2921,3,4,0,21,21541200
Surat,2981,2,2,2,5,25938500
Visakhapatnam,1790,3,3,0,10,13498000
Mysore,1530,1,4,1,26,10594000
Patna,2886,2,1,1,13,14670000
Patna,1234,4,2,1,27,6550000
Delhi,626,5,4,2,3,12598000
Chennai,3915,2,2,1,27,47060000
Mumbai,841,4,1,2,7,21765000
Chennai,2843,2,2,0,8,34496000
Patna,1127,2,4,1,1,6475000
Hyderabad,2004,3,2,0,24,22254000
Kochi,2531,1,3,2,10,25780000
Visakhapatnam,1436,5,3,2,27,11069200
Ahmedabad,2232,4,4,1,19,18636000
Mysore,2248,2,2,1,21,15486400
Surat,3140,5,4,2,29,27500000
Mumbai,892,2,2,1,6,22800000
Indore,3739,1,1,1,3,22724000
Kochi,1948,5,3,0,23,20130000
Visakhapatnam,1543,4,1,2,28,11429600
Jaipur,1369,2,2,0,13,9863000
Kolkata,2800,1,1,1,25,25050000
Delhi,3528,5,4,0,23,64274000
Jaipur,2487,2,4,2,0,18349000
Lucknow,3807,2,2,0,23,24825500
Delhi,1039,4,3,0,25,19162000
Kochi,572,1,4,1,29,5850000
Chandigarh,1970,3,3,2,11,28330000
Bhopal,658,2,2,1,18,4076400
Lucknow,916,5,3,1,4,7064000
Coimbatore,3177,4,2,2,29,24247500
Patna,922,4,1,0,25,4830000
Kochi,2317,2,2,1,7,23650000
Vadodara,3286,2,1,0,10,25850800
Jaipur,2564,2,2,2,21,18228000
Kolkata,2631,3,4,1,3,24629000
Bangalore,2329,2,4,0,14,35435000
Mysore,1539,1,3,0,19,10595200
Pune,2609,5,2,1,11,34767000
Trivandrum,2990,2,2,2,19,28725000
Delhi,3708,3,2,0,21,67014000
Pune,1238,5,3,2,22,16924000
Bangalore,1489,4,4,1,28,22935000
Nagpur,1493,2,2,0,20,9396600
Ahmedabad,2894,5,3,0,9,24082000
Delhi,2863,4,2,0,29,51794000
Surat,2979,3,1,2,23,25591500
Jaipur,2888,1,2,0,15,20306000
Indore,3185,2,1,0,22,19090000
Bangalore,2369,1,3,1,7,35985000
Chandigarh,2911,3,3,0,19,41184000
Mumbai,2843,5,4,2,7,72325000
Bhopal,3158,5,2,1,28,18826400
Visakhapatnam,1974,3,3,1,5,15002800
Hyderabad,1980,3,4,0,2,22670000
Trivandrum,2842,2,2,1,28,27059000
Surat,2773,4,3,0,7,24390500
Pune,1514,1,1,1,28,19472000
Trivandrum,1149,1,3,2,22,11145500
Vadodara,1493,5,1,0,9,12335400
Chandigarh,1589,5,4,2,4,23556000
Patna,3089,2,4,0,10,16025000
Chennai,2661,3,2,2,3,32722000
Bangalore,2275,1,2,2,16,34355000
Bhopal,3806,2,2,1,25,22194800
Jaipur,2187,5,4,0,2,16499000
Trivandrum,2816,5,1,1,17,27362000
Pune,2007,1,2,2,7,26501000
Indore,448,5,2,0,29,3098000
Delhi,1475,5,4,2,23,27480000
Bangalore,1712,4,1,2,11,26340000
Bangalore,2049,3,3,2,20,31305000
Indore,3710,5,2,2,15,23110000
Visakhapatnam,2580,4,3,1,13,19356000
Jaipur,3446,2,3,2,20,24542000
Ahmedabad,3233,5,2,1,15,26634000
Chandigarh,1589,2,4,2,26,22666000
Nagpur,1797,5,2,0,3,12071400
Vadodara,2820,1,1,2,0,22426000
Chennai,2228,4,1,2,0,27616000
Mumbai,3949,4,2,0,28,99005000
Kolkata,878,1,3,0,21,7992000
Delhi,1231,3,1,2,14,22608000
Hyderabad,3097,4,1,2,19,34567000
Kolkata,2014,2,2,1,19,18366000
Chennai,1081,4,2,0,2,13772000
Hyderabad,3135,3,4,0,13,35155000
Mumbai,1723,2,2,1,8,43535000
Mumbai,481,2,2,2,18,12365000
Visakhapatnam,486,1,1,2,7,3789200
Mysore,2672,5,1,0,1,19019600
Kochi,2463,1,1,1,3,24920000
Lucknow,1221,5,3,2,0,9206500
Patna,3829,1,1,0,10,19215000
Bangalore,562,5,1,2,4,9380000
Chandigarh,2961,4,2,2,1,42434000
Visakhapatnam,2797,2,4,2,26,20558400
Chandigarh,2332,5,1,0,12,33278000
Surat,3128,4,4,1,16,27428000
Surat,3935,3,1,1,16,33777500
Pune,2250,1,1,2,17,29340000
Hyderabad,2260,3,4,1,20,25470000
Ahmedabad,3846,4,2,2,27,31228000
Delhi,1515,3,1,0,8,27680000
Nagpur,2628,3,4,0,5,17123600
Mysore,3190,4,1,0,27,21872000
Indore,3772,2,3,2,19,23072000
Pune,3107,5,3,1,2,41541000
Mumbai,3660,1,3,0,7,91870000
Chennai,2282,5,3,2,2,28614000
Surat,3785,1,2,1,0,32642500
Bhopal,2940,5,3,1,19,17862000
Patna,1322,3,4,1,26,7100000
Hyderabad,2575,2,1,2,12,28665000
Bangalore,3990,3,4,2,20,60540000
Chandigarh,1849,2,3,2,4,26626000
Bhopal,1982,4,2,0,15,12035600
Chennai,964,1,3,2,20,11838000
Coimbatore,3658,1,3,0,23,27485000
Vadodara,2997,4,2,0,15,23916600
Chandigarh,2900,5,2,0,23,41130000
Lucknow,870,4,2,2,11,6435000
Kochi,1387,4,2,0,12,14470000
Patna,3185,2,2,2,3,16565000
Pune,2334,4,2,2,8,31182000
Visakhapatnam,623,1,1,0,15,4455600
Trivandrum,2601,3,3,0,0,25519500
Lucknow,3007,2,3,0,4,20125500
Hyderabad,750,2,2,2,20,8550000
Hyderabad,3618,5,4,2,4,41108000
Lucknow,2328,3,2,0,23,15362000
Hyderabad,748,2,1,0,24,8168000
Bangalore,581,4,4,1,18,9515000
Pune,1036,2,1,0,8,13728000
Chennai,1417,2,4,1,28,17304000
Patna,2626,2,4,1,26,13470000
Jaipur,3510,5,2,2,7,25580000
Surat,1171,2,1,2,18,10173500
Bhopal,3341,2,4,1,17,19897800
Visakhapatnam,3474,5,1,1,14,25682800
Mysore,1415,3,2,0,3,10252000
Surat,2511,1,2,1,14,21533500
Bhopal,428,5,2,0,12,3232400
Nagpur,2819,5,2,2,27,18087800
Vadodara,3994,2,3,0,17,31473200
Chennai,2544,2,4,2,19,31088000
Hyderabad,2293,1,3,1,4,25733000
Hyderabad,1865,2,2,1,17,20795000
Jaipur,1626,4,4,1,27,12002000
Surat,3882,2,4,0,7,33637000
Bhopal,3440,2,1,2,0,20532000
Delhi,2468,4,2,2,18,45064000
Bhopal,3182,1,3,2,22,18685600
Vadodara,1525,4,1,2,25,12275000
Trivandrum,3517,5,4,2,16,34481500
Kochi,465,4,3,0,28,5050000
Bangalore,3050,3,2,2,26,46080000
Lucknow,3635,5,3,1,1,24797500
Delhi,1534,2,3,2,18,28072000
Bhopal,737,5,3,1,29,4884600
Kochi,2570,1,1,0,15,25670000
Surat,2128,1,4,0,29,18138000
Trivandrum,846,4,3,1,17,8737000
Coimbatore,3058,5,4,2,1,24305000
Indore,3762,2,1,0,27,22452000
Trivandrum,3118,1,2,0,26,29491000
Indore,3883,2,2,0,5,23738000
Chandigarh,3062,3,3,2,6,43718000
Kolkata,3344,1,1,1,5,30346000
Chennai,680,4,2,1,26,8560000
Kochi,3514,3,1,2,5,35770000
Mumbai,3957,5,1,0,8,99635000
Bangalore,995,2,3,2,7,15605000
Bhopal,2386,1,3,2,29,13928800
Visakhapatnam,3150,3,1,1,23,22870000
Delhi,1474,3,1,2,21,26842000
Chandigarh,609,1,3,2,20,8796000
Chennai,525,5,1,0,8,7010000
Kochi,891,5,3,0,11,9800000
Surat,3980,4,4,1,17,34650000
Bangalore,3407,5,1,0,22,51535000
Patna,1369,4,3,2,5,7865000
Ahmedabad,980,3,1,2,22,8130000
Vadodara,3224,1,3,2,27,25277200
Kochi,2705,5,1,1,3,27940000
Hyderabad,1611,4,2,0,24,18081000
Kolkata,629,3,2,2,6,6391000
Trivandrum,588,5,1,0,17,6116000
Ahmedabad,3886,2,2,0,28,31068000
Hyderabad,2457,3,1,0,19,27217000
Surat,3585,5,1,0,4,31262500
Hyderabad,3547,3,4,1,17,39687000
Chennai,3123,1,4,1,9,38006000
Vadodara,901,1,2,1,7,7357800
Kochi,2532,1,4,2,0,26110000
